Subject,Abund,Treat,Time,Individual,OTU_name
570.T5,0.00149859676848,Placebo,5,1,Coprococcus
571.T5,0.001321289578629,Placebo,5,2,Coprococcus
572.T5,0.003018258337407,Placebo,5,3,Coprococcus
573.T5,0.001138873550525,Placebo,5,4,Coprococcus
574.T5,0.001415056197946,Placebo,5,5,Coprococcus
575.T5,0.001328360496602,Placebo,5,6,Coprococcus
576.T5,0.001361510684899,Placebo,5,7,Coprococcus
577.T5,0.000606397493557,Placebo,5,8,Coprococcus
578.T5,0.001493930905696,Letrozole,5,9,Coprococcus
580.T5,0.001557117916293,Letrozole,5,10,Coprococcus
581.T5,0.000988912196584,Letrozole,5,11,Coprococcus
582.T5,0.002025086897386,Letrozole,5,12,Coprococcus
583.T5,0.000695915279879,Letrozole,5,13,Coprococcus
584.T5,0.001082607672394,Letrozole,5,14,Coprococcus
585.T5,0.001601545618629,Letrozole,5,15,Coprococcus
586.T5,0.001076883838241,Letrozole,5,16,Coprococcus
570.T1,0.008783366499691,Placebo,1,1,Allobaculum
571.T1,0.003212413249689,Placebo,1,2,Allobaculum
572.T1,0.004160604436276,Placebo,1,3,Allobaculum
573.T1,0.031022897853177,Placebo,1,4,Allobaculum
574.T1,0.004952017716535,Placebo,1,5,Allobaculum
575.T1,0.012087614926988,Placebo,1,6,Allobaculum
576.T1,0.000264111077573,Placebo,1,7,Allobaculum
577.T1,0.000504771290532,Placebo,1,8,Allobaculum
578.T1,0.020790112557934,Letrozole,1,9,Allobaculum
580.T1,0.010391983327148,Letrozole,1,10,Allobaculum
581.T1,0.009707995719309,Letrozole,1,11,Allobaculum
582.T1,0.008819814129748,Letrozole,1,12,Allobaculum
583.T1,0.002659064119082,Letrozole,1,13,Allobaculum
584.T1,0.005308685863254,Letrozole,1,14,Allobaculum
585.T1,0.009037983959614,Letrozole,1,15,Allobaculum
586.T1,0.000628507295174,Letrozole,1,16,Allobaculum
570.T2,0.012682703021564,Placebo,2,1,Allobaculum
571.T2,0.004230246260764,Placebo,2,2,Allobaculum
572.T2,0.046091861402095,Placebo,2,3,Allobaculum
573.T2,0.021330213302133,Placebo,2,4,Allobaculum
574.T2,0.014128144751518,Placebo,2,5,Allobaculum
575.T2,0.010246456621829,Placebo,2,6,Allobaculum
576.T2,0.000814252678891,Placebo,2,7,Allobaculum
577.T2,0.000361458225756,Placebo,2,8,Allobaculum
578.T2,0.009309600059581,Letrozole,2,9,Allobaculum
580.T2,0.000748098582769,Letrozole,2,10,Allobaculum
581.T2,0.000380414107929,Letrozole,2,11,Allobaculum
582.T2,0.001818412483613,Letrozole,2,12,Allobaculum
583.T2,0.004423051905815,Letrozole,2,13,Allobaculum
584.T2,0.015164720237058,Letrozole,2,14,Allobaculum
585.T2,0.001668715966977,Letrozole,2,15,Allobaculum
586.T2,0.016954987520441,Letrozole,2,16,Allobaculum
570.T3,0.007537749339538,Placebo,3,1,Allobaculum
571.T3,0.011689902970494,Placebo,3,2,Allobaculum
572.T3,0.007566706491438,Placebo,3,3,Allobaculum
573.T3,0.007214389247595,Placebo,3,4,Allobaculum
574.T3,0.016458254019387,Placebo,3,5,Allobaculum
575.T3,0.001415684466978,Placebo,3,6,Allobaculum
576.T3,0.000482409289825,Placebo,3,7,Allobaculum
577.T3,0.000805770854117,Placebo,3,8,Allobaculum
578.T3,0.002382019291998,Letrozole,3,9,Allobaculum
580.T3,0.02365584756493,Letrozole,3,10,Allobaculum
581.T3,0.001492867411257,Letrozole,3,11,Allobaculum
582.T3,0.001757825704821,Letrozole,3,12,Allobaculum
583.T3,0.002668746920677,Letrozole,3,13,Allobaculum
584.T3,0.001541938056626,Letrozole,3,14,Allobaculum
585.T3,0.000796213562171,Letrozole,3,15,Allobaculum
586.T3,0.000723118085183,Letrozole,3,16,Allobaculum
570.T4,0.002114164904863,Placebo,4,1,Allobaculum
571.T4,0.002772277227723,Placebo,4,2,Allobaculum
572.T4,0.010142383460113,Placebo,4,3,Allobaculum
573.T4,0.01742546799168,Placebo,4,4,Allobaculum
574.T4,0.003303147268409,Placebo,4,5,Allobaculum
575.T4,0.005486379466629,Placebo,4,6,Allobaculum
576.T4,0.000642521389199,Placebo,4,7,Allobaculum
577.T4,0.000516342231631,Placebo,4,8,Allobaculum
578.T4,0.00216966804079,Letrozole,4,9,Allobaculum
581.T4,0.004552352048558,Letrozole,4,11,Allobaculum
582.T4,0.003833239235729,Letrozole,4,12,Allobaculum
583.T4,0.002272205060124,Letrozole,4,13,Allobaculum
584.T4,0.000421229991575,Letrozole,4,14,Allobaculum
585.T4,0.004113382748228,Letrozole,4,15,Allobaculum
586.T4,0.001233574684902,Letrozole,4,16,Allobaculum
570.T5,0.003133429606823,Placebo,5,1,Allobaculum
571.T5,0.005885744486619,Placebo,5,2,Allobaculum
572.T5,0.007885731289987,Placebo,5,3,Allobaculum
573.T5,0.010180839315296,Placebo,5,4,Allobaculum
574.T5,0.002486455890677,Placebo,5,5,Allobaculum
575.T5,0.007357073519644,Placebo,5,6,Allobaculum
576.T5,0.001331912626532,Placebo,5,7,Allobaculum
577.T5,0.000581130931325,Placebo,5,8,Allobaculum
578.T5,0.000809212573918,Letrozole,5,9,Allobaculum
580.T5,0.010640305761336,Letrozole,5,10,Allobaculum
581.T5,0.002906802517231,Letrozole,5,11,Allobaculum
582.T5,0.029590448843887,Letrozole,5,12,Allobaculum
583.T5,0.006202723146747,Letrozole,5,13,Allobaculum
584.T5,0.000847258178395,Letrozole,5,14,Allobaculum
585.T5,0.000533848539543,Letrozole,5,15,Allobaculum
586.T5,0.001530308612237,Letrozole,5,16,Allobaculum
570.T1,0.004940643656076,Placebo,1,1,Ruminococcus
571.T1,0.008546231475589,Placebo,1,2,Ruminococcus
572.T1,0.00158256119662,Placebo,1,3,Ruminococcus
573.T1,0.004741594986776,Placebo,1,4,Ruminococcus
574.T1,0.005444143700787,Placebo,1,5,Ruminococcus
575.T1,0.010248783126014,Placebo,1,6,Ruminococcus
576.T1,0.003810745547842,Placebo,1,7,Ruminococcus
577.T1,0.003485325577482,Placebo,1,8,Ruminococcus
578.T1,0.003089825645553,Letrozole,1,9,Ruminococcus
580.T1,0.001712964284695,Letrozole,1,10,Ruminococcus
581.T1,0.003898486469959,Letrozole,1,11,Ruminococcus
582.T1,0.003564016962916,Letrozole,1,12,Ruminococcus
583.T1,0.005427780366786,Letrozole,1,13,Ruminococcus
584.T1,0.001919658727337,Letrozole,1,14,Ruminococcus
585.T1,0.002727679843667,Letrozole,1,15,Ruminococcus
586.T1,0.01324354657688,Letrozole,1,16,Ruminococcus
570.T2,0.002490660024907,Placebo,2,1,Ruminococcus
571.T2,0.007629551291736,Placebo,2,2,Ruminococcus
572.T2,0.011173784582326,Placebo,2,3,Ruminococcus
573.T2,0.006030060300603,Placebo,2,4,Ruminococcus
574.T2,0.001735035320362,Placebo,2,5,Ruminococcus
575.T2,0.027489392434775,Placebo,2,6,Ruminococcus
576.T2,0.008435657753314,Placebo,2,7,Ruminococcus
577.T2,0.006764432510586,Placebo,2,8,Ruminococcus
578.T2,0.0062188128398,Letrozole,2,9,Ruminococcus
580.T2,0.004114542205228,Letrozole,2,10,Ruminococcus
581.T2,0.005217107765882,Letrozole,2,11,Ruminococcus
582.T2,0.004820907514695,Letrozole,2,12,Ruminococcus
583.T2,0.001647803651186,Letrozole,2,13,Ruminococcus
584.T2,0.004531985358201,Letrozole,2,14,Ruminococcus
585.T2,0.004742666432461,Letrozole,2,15,Ruminococcus
586.T2,0.00568035114898,Letrozole,2,16,Ruminococcus
570.T3,0.006374366804818,Placebo,3,1,Ruminococcus
571.T3,0.023379805940988,Placebo,3,2,Ruminococcus
572.T3,0.006106464887827,Placebo,3,3,Ruminococcus
573.T3,0.010343918829885,Placebo,3,4,Ruminococcus
574.T3,0.00339707734208,Placebo,3,5,Ruminococcus
575.T3,0.025087245670639,Placebo,3,6,Ruminococcus
576.T3,0.010165052892733,Placebo,3,7,Ruminococcus
577.T3,0.002302202440335,Placebo,3,8,Ruminococcus
578.T3,0.010990306832386,Letrozole,3,9,Ruminococcus
580.T3,0.001080880763411,Letrozole,3,10,Ruminococcus
581.T3,0.005086807475395,Letrozole,3,11,Ruminococcus
582.T3,0.004428368602529,Letrozole,3,12,Ruminococcus
583.T3,0.017613729676466,Letrozole,3,13,Ruminococcus
584.T3,0.000770969028313,Letrozole,3,14,Ruminococcus
585.T3,0.00389259963728,Letrozole,3,15,Ruminococcus
586.T3,0.020898112661798,Letrozole,3,16,Ruminococcus
570.T4,0,Placebo,4,1,Ruminococcus
571.T4,0.021042904290429,Placebo,4,2,Ruminococcus
572.T4,0.024331968012483,Placebo,4,3,Ruminococcus
573.T4,0.010446036514906,Placebo,4,4,Ruminococcus
574.T4,0.011839370546318,Placebo,4,5,Ruminococcus
575.T4,0.017985783121034,Placebo,4,6,Ruminococcus
576.T4,0.010855229785939,Placebo,4,7,Ruminococcus
577.T4,0.012392213559147,Placebo,4,8,Ruminococcus
578.T4,0.008895638967238,Letrozole,4,9,Ruminococcus
581.T4,0.003034901365706,Letrozole,4,11,Ruminococcus
582.T4,0.013609485038481,Letrozole,4,12,Ruminococcus
583.T4,0.017207485511502,Letrozole,4,13,Ruminococcus
584.T4,0.004264953664701,Letrozole,4,14,Ruminococcus
585.T4,0.003624664005865,Letrozole,4,15,Ruminococcus
586.T4,0.014534727809064,Letrozole,4,16,Ruminococcus
570.T5,0.00643034249748,Placebo,5,1,Ruminococcus
571.T5,0.009585355306779,Placebo,5,2,Ruminococcus
572.T5,0.029353625098306,Placebo,5,3,Ruminococcus
573.T5,0.008627829928216,Placebo,5,4,Ruminococcus
574.T5,0.00503355704698,Placebo,5,5,Ruminococcus
575.T5,0.010115976089511,Placebo,5,6,Ruminococcus
576.T5,0.010596104895519,Placebo,5,7,Ruminococcus
577.T5,0.012734347364698,Placebo,5,8,Ruminococcus
578.T5,0.002832244008715,Letrozole,5,9,Ruminococcus
580.T5,0.002288491483037,Letrozole,5,10,Ruminococcus
581.T5,0.008870242732994,Letrozole,5,11,Ruminococcus
582.T5,0.011455342300136,Letrozole,5,12,Ruminococcus
583.T5,0.002874432677761,Letrozole,5,13,Ruminococcus
584.T5,0.003812661802777,Letrozole,5,14,Ruminococcus
585.T5,0.00416910288024,Letrozole,5,15,Ruminococcus
586.T5,0.003825771530592,Letrozole,5,16,Ruminococcus
570.T1,0.406813971042337,Placebo,1,1,S24-7
571.T1,0.220959481164955,Placebo,1,2,S24-7
572.T1,0.614008219108154,Placebo,1,3,S24-7
573.T1,0.66689699540137,Placebo,1,4,S24-7
574.T1,0.218073326771654,Placebo,1,5,S24-7
575.T1,0.290454299621418,Placebo,1,6,S24-7
576.T1,0.357832779957746,Placebo,1,7,S24-7
577.T1,0.279402927673486,Placebo,1,8,S24-7
578.T1,0.536128889869785,Letrozole,1,9,S24-7
580.T1,0.691466582921748,Letrozole,1,10,S24-7
581.T1,0.319752331447791,Letrozole,1,11,S24-7
582.T1,0.473630785888301,Letrozole,1,12,S24-7
583.T1,0.487266646563774,Letrozole,1,13,S24-7
584.T1,0.355918947742623,Letrozole,1,14,S24-7
585.T1,0.417945690672962,Letrozole,1,15,S24-7
586.T1,0.09598204264871,Letrozole,1,16,S24-7
570.T2,0.340073408927049,Placebo,2,1,S24-7
571.T2,0.284559601148209,Placebo,2,2,S24-7
572.T2,0.445339779747515,Placebo,2,3,S24-7
573.T2,0.487489874898747,Placebo,2,4,S24-7
574.T2,0.511897385053909,Placebo,2,5,S24-7
575.T2,0.403493725738014,Placebo,2,6,S24-7
576.T2,0.34042275999088,Placebo,2,7,S24-7
577.T2,0.135650108437468,Placebo,2,8,S24-7
578.T2,0.303083339539735,Letrozole,2,9,S24-7
580.T2,0.373716803125392,Letrozole,2,10,S24-7
581.T2,0.116406717026248,Letrozole,2,11,S24-7
582.T2,0.161754133716751,Letrozole,2,12,S24-7
583.T2,0.395299423268722,Letrozole,2,13,S24-7
584.T2,0.274301318923944,Letrozole,2,14,S24-7
585.T2,0.118303179343053,Letrozole,2,15,S24-7
586.T2,0.302177467940443,Letrozole,2,16,S24-7
570.T3,0.471509246467436,Placebo,3,1,S24-7
571.T3,0.490975924760735,Placebo,3,2,S24-7
572.T3,0.260785875481215,Placebo,3,3,S24-7
573.T3,0.327151139807618,Placebo,3,4,S24-7
574.T3,0.5064866606144,Placebo,3,5,S24-7
575.T3,0.041877921906894,Placebo,3,6,S24-7
576.T3,0.254953309672306,Placebo,3,7,S24-7
577.T3,0.759765175351083,Placebo,3,8,S24-7
578.T3,0.271078512299239,Letrozole,3,9,S24-7
580.T3,0.76378122973348,Letrozole,3,10,S24-7
581.T3,0.218622138670794,Letrozole,3,11,S24-7
582.T3,0.378574809005476,Letrozole,3,12,S24-7
583.T3,0.202865823616357,Letrozole,3,13,S24-7
584.T3,0.588169613186231,Letrozole,3,14,S24-7
585.T3,0.278409342239129,Letrozole,3,15,S24-7
586.T3,0.264661219177091,Letrozole,3,16,S24-7
570.T4,0.606765327695561,Placebo,4,1,S24-7
571.T4,0.413676567656766,Placebo,4,2,S24-7
572.T4,0.296030817242053,Placebo,4,3,S24-7
573.T4,0.326415530390571,Placebo,4,4,S24-7
574.T4,0.166864608076009,Placebo,4,5,S24-7
575.T4,0.17709078765326,Placebo,4,6,S24-7
576.T4,0.289236075885158,Placebo,4,7,S24-7
577.T4,0.239531161253679,Placebo,4,8,S24-7
578.T4,0.350211542633979,Letrozole,4,9,S24-7
581.T4,0.521819101485257,Letrozole,4,11,S24-7
582.T4,0.196089501678899,Letrozole,4,12,S24-7
583.T4,0.282264035334062,Letrozole,4,13,S24-7
584.T4,0.230991996630159,Letrozole,4,14,S24-7
585.T4,0.42416714180989,Letrozole,4,15,S24-7
586.T4,0.310297666934836,Letrozole,4,16,S24-7
570.T5,0.439197842020653,Placebo,5,1,S24-7
571.T5,0.377120069187527,Placebo,5,2,S24-7
572.T5,0.436839755988692,Placebo,5,3,S24-7
573.T5,0.633282716731088,Placebo,5,4,S24-7
574.T5,0.526946713026606,Placebo,5,5,S24-7
575.T5,0.561845399274515,Placebo,5,6,S24-7
576.T5,0.582874563428638,Placebo,5,7,S24-7
577.T5,0.421269392086515,Placebo,5,8,S24-7
578.T5,0.489200124494241,Letrozole,5,9,S24-7
580.T5,0.69225687727079,Letrozole,5,10,S24-7
581.T5,0.544680851063833,Letrozole,5,11,S24-7
