Subject,Abund,Treat,Time,Individual,OTU_name
F08L2I,0.089144572286143,L,2,18,Akkermansia
F09L2J,0.034633145202668,L,2,19,Akkermansia
F10L2J,0.035610010427529,L,2,20,Akkermansia
G01P3A,0.009889094269871,P,3,1,Akkermansia
G02P3A,0.060858691121301,P,3,2,Akkermansia
G03P3B,0.01410458780997,P,3,3,Akkermansia
G04P3B,0.001960851766487,P,3,4,Akkermansia
G05P3C,0.077056243748557,P,3,5,Akkermansia
G06P3C,0.08560600140658,P,3,6,Akkermansia
G07P3D,0.018975371942507,P,3,7,Akkermansia
G08P3D,0.064712483422315,P,3,8,Akkermansia
G09P3E,0.006745453564298,P,3,9,Akkermansia
G10P3E,0.005423263932178,P,3,10,Akkermansia
H01L3F,0.010777482580581,L,3,11,Akkermansia
H02L3F,0.025132075471698,L,3,12,Akkermansia
H03L3G,0.076766738284653,L,3,13,Akkermansia
H04L3G,0.033826546200515,L,3,14,Akkermansia
H05L3H,0.185504794134236,L,3,15,Akkermansia
H06L3H,0.070552753881143,L,3,16,Akkermansia
H07L3I,0.141701976259016,L,3,17,Akkermansia
H08L3I,0.069743750489774,L,3,18,Akkermansia
H09L3J,0.050235412813183,L,3,19,Akkermansia
H10L3J,0.078568432825388,L,3,20,Akkermansia
A01P4A,0.030433522421432,P,4,1,Akkermansia
A02P4A,0.026950265084575,P,4,2,Akkermansia
A03P4B,0.003301932601729,P,4,3,Akkermansia
A05P4C,0.015425040144032,P,4,5,Akkermansia
A06P4C,0.022165836844121,P,4,6,Akkermansia
A07P4D,0.002829750390675,P,4,7,Akkermansia
A08P4D,0.02058432934927,P,4,8,Akkermansia
A09P4E,0.000844884488449,P,4,9,Akkermansia
A10P4E,0.007612643944663,P,4,10,Akkermansia
B01L4F,0.022042586750789,L,4,11,Akkermansia
B02L4F,0.00872014507852,L,4,12,Akkermansia
B03L4G,0.103646046702171,L,4,13,Akkermansia
B04L4G,0.040205197935659,L,4,14,Akkermansia
B05L4H,0.04973313925279,L,4,15,Akkermansia
B06L4H,0.017986577181208,L,4,16,Akkermansia
B07L4I,0.034097340124505,L,4,17,Akkermansia
B08L4I,0.005791039974262,L,4,18,Akkermansia
B09L4J,0.009063643255001,L,4,19,Akkermansia
B10L4J,0.049202689097464,L,4,20,Akkermansia
C01P5A,0.011509010041726,P,5,1,Akkermansia
C02P5A,0.081715210355987,P,5,2,Akkermansia
C03P5B,0.04369901058844,P,5,3,Akkermansia
C04P5B,0.018314695782337,P,5,4,Akkermansia
C05P5C,0.003718940266579,P,5,5,Akkermansia
C06P5C,0.052130445132111,P,5,6,Akkermansia
C07P5D,0.014527220630373,P,5,7,Akkermansia
C08P5D,0.021207873727832,P,5,8,Akkermansia
C09P5E,0.008744384840159,P,5,9,Akkermansia
C10P5E,0.051921564056991,P,5,10,Akkermansia
D01L5F,0.01445509176547,L,5,11,Akkermansia
D02L5F,0.011789297658863,L,5,12,Akkermansia
D03L5G,0.098073555166375,L,5,13,Akkermansia
D04L5G,0.043511923196036,L,5,14,Akkermansia
D05L5H,0.030048465266559,L,5,15,Akkermansia
D06L5H,0.092558877077583,L,5,16,Akkermansia
D07L5I,0.028730703259005,L,5,17,Akkermansia
D08L5I,0.007059545733579,L,5,18,Akkermansia
D09L5J,0.08180586263462,L,5,19,Akkermansia
D10L5J,0.060994972214872,L,5,20,Akkermansia
C01P1A,8.93934653376838E-05,P,1,1,Bifidobacterium
C02P1A,0.000159349852601,P,1,2,Bifidobacterium
C03P1B,9.90687537150783E-05,P,1,3,Bifidobacterium
C04P1B,0.000221713103244,P,1,4,Bifidobacterium
C05P1C,4.82532329666088E-05,P,1,5,Bifidobacterium
C06P1C,0.000246172025011,P,1,6,Bifidobacterium
C07P1D,0.002389659292516,P,1,7,Bifidobacterium
C08P1D,0.00135119918928,P,1,8,Bifidobacterium
C09P1E,0.000186898420708,P,1,9,Bifidobacterium
C10P1E,0.000150574063618,P,1,10,Bifidobacterium
D01L1F,0.000143232275006,L,1,11,Bifidobacterium
D02L1F,0.000278144774355,L,1,12,Bifidobacterium
D03L1G,0.000356093652631,L,1,13,Bifidobacterium
D04L1G,0.000402933354823,L,1,14,Bifidobacterium
D05L1H,0.000190896942922,L,1,15,Bifidobacterium
D06L1H,0.00016733601071,L,1,16,Bifidobacterium
D07L1I,0.000693787448754,L,1,17,Bifidobacterium
D08L1I,0.000290697674419,L,1,18,Bifidobacterium
D09L1J,0.000695762175838,L,1,19,Bifidobacterium
D10L1J,0.001309303758472,L,1,20,Bifidobacterium
E01P2A,0.000848634469989,P,2,1,Bifidobacterium
E02P2A,7.75163753342894E-05,P,2,2,Bifidobacterium
E03P2B,7.26269155348972E-05,P,2,3,Bifidobacterium
E04P2B,7.28703636231145E-05,P,2,4,Bifidobacterium
E05P2C,0.000246842473362,P,2,5,Bifidobacterium
E06P2C,0.000207753355217,P,2,6,Bifidobacterium
E07P2D,0.000353436365389,P,2,7,Bifidobacterium
E08P2D,0.000298364960019,P,2,8,Bifidobacterium
E09P2E,3.8777726074143E-05,P,2,9,Bifidobacterium
E10P2E,0.000280682057399,P,2,10,Bifidobacterium
F01L2F,0.004457953394124,L,2,11,Bifidobacterium
F02L2F,0.022665190107051,L,2,12,Bifidobacterium
F03L2G,0.025545728264961,L,2,13,Bifidobacterium
F04L2G,0.011110165162609,L,2,14,Bifidobacterium
F05L2H,0.000133922592741,L,2,15,Bifidobacterium
F06L2H,0.006934812760055,L,2,16,Bifidobacterium
F07L2I,0.000931842385517,L,2,17,Bifidobacterium
F08L2I,0.003801900950475,L,2,18,Bifidobacterium
F09L2J,0.005951770138533,L,2,19,Bifidobacterium
F10L2J,0.010375391032325,L,2,20,Bifidobacterium
G01P3A,0.000231053604436,P,3,1,Bifidobacterium
G02P3A,0.004043351396415,P,3,2,Bifidobacterium
G03P3B,5.09190895666786E-05,P,3,3,Bifidobacterium
G04P3B,0.000103202724552,P,3,4,Bifidobacterium
G05P3C,0.010387012387474,P,3,5,Bifidobacterium
G06P3C,0.003008517621318,P,3,6,Bifidobacterium
G07P3D,0.014100193326049,P,3,7,Bifidobacterium
G08P3D,0.003706600469276,P,3,8,Bifidobacterium
G09P3E,5.39636285143813E-05,P,3,9,Bifidobacterium
G10P3E,6.23363670365291E-05,P,3,10,Bifidobacterium
H01L3F,0.000751917389343,L,3,11,Bifidobacterium
H02L3F,0.030566037735849,L,3,12,Bifidobacterium
H03L3G,0.001451715928227,L,3,13,Bifidobacterium
H04L3G,0.000960237440531,L,3,14,Bifidobacterium
H05L3H,0.010377890580936,L,3,15,Bifidobacterium
H06L3H,0.004598042123999,L,3,16,Bifidobacterium
H07L3I,0.00171426723162,L,3,17,Bifidobacterium
H08L3I,0.002507640467048,L,3,18,Bifidobacterium
H09L3J,0.005422902303683,L,3,19,Bifidobacterium
H10L3J,0.002236823710331,L,3,20,Bifidobacterium
A01P4A,0.000621092294315,P,4,1,Bifidobacterium
A02P4A,0.000252461499621,P,4,2,Bifidobacterium
A03P4B,0.001262503641837,P,4,3,Bifidobacterium
A05P4C,0.021702106953433,P,4,5,Bifidobacterium
A06P4C,0.081434316353887,P,4,6,Bifidobacterium
A07P4D,8.44701609156565E-05,P,4,7,Bifidobacterium
A08P4D,7.37789582411096E-05,P,4,8,Bifidobacterium
A09P4E,0.000158415841584,P,4,9,Bifidobacterium
A10P4E,0.000270500038643,P,4,10,Bifidobacterium
B01L4F,0.00102523659306,L,4,11,Bifidobacterium
B02L4F,0.015202376818305,L,4,12,Bifidobacterium
B03L4G,0.001001411079248,L,4,13,Bifidobacterium
B04L4G,0.001267035446089,L,4,14,Bifidobacterium
B05L4H,0.00061997951372,L,4,15,Bifidobacterium
B06L4H,0.000402684563758,L,4,16,Bifidobacterium
B07L4I,0.002971137521222,L,4,17,Bifidobacterium
B08L4I,0.000402155553768,L,4,18,Bifidobacterium
B09L4J,0.0007250914604,L,4,19,Bifidobacterium
B10L4J,0.000974310675197,L,4,20,Bifidobacterium
C01P5A,0.000664863129901,P,5,1,Bifidobacterium
C02P5A,0.001760898534171,P,5,2,Bifidobacterium
C03P5B,0.003515014754383,P,5,3,Bifidobacterium
C04P5B,0.003566082592234,P,5,4,Bifidobacterium
C05P5C,0.036893203883495,P,5,5,Bifidobacterium
C06P5C,0.008013964928985,P,5,6,Bifidobacterium
C07P5D,0.000458452722063,P,5,7,Bifidobacterium
C08P5D,0.000335181912365,P,5,8,Bifidobacterium
C09P5E,8.72257839417332E-05,P,5,9,Bifidobacterium
C10P5E,5.82733603333236E-05,P,5,10,Bifidobacterium
D01L5F,0.002436251421147,L,5,11,Bifidobacterium
D02L5F,0.019607023411371,L,5,12,Bifidobacterium
D03L5G,0.010382787090318,L,5,13,Bifidobacterium
D04L5G,0.000681325487767,L,5,14,Bifidobacterium
D05L5H,0.000184629586891,L,5,15,Bifidobacterium
D06L5H,0.000293651259764,L,5,16,Bifidobacterium
D07L5I,0.0020964360587,L,5,17,Bifidobacterium
D08L5I,0.000652240638428,L,5,18,Bifidobacterium
D09L5J,0.00242493402753,L,5,19,Bifidobacterium
D10L5J,0.005987033606774,L,5,20,Bifidobacterium
C01P1A,0.002279533366111,P,1,1,Coprococcus
C02P1A,0,P,1,2,Coprococcus
C03P1B,0.002014397992207,P,1,3,Coprococcus
C04P1B,0.000221713103244,P,1,4,Coprococcus
C05P1C,0.000482532329666,P,1,5,Coprococcus
C06P1C,0.000147703215007,P,1,6,Coprococcus
C07P1D,0.000796553097505,P,1,7,Coprococcus
C08P1D,0.00129489922306,P,1,8,Coprococcus
C09P1E,0.000373796841417,P,1,9,Coprococcus
C10P1E,0.001656314699793,P,1,10,Coprococcus
D01L1F,0.003151110050131,L,1,11,Coprococcus
D02L1F,0.00055628954871,L,1,12,Coprococcus
D03L1G,0.00302679604736,L,1,13,Coprococcus
D04L1G,0.001208800064469,L,1,14,Coprococcus
D05L1H,0.00027270991846,L,1,15,Coprococcus
D06L1H,0.000468540829987,L,1,16,Coprococcus
D07L1I,0.000315357931252,L,1,17,Coprococcus
D08L1I,0.001849894291755,L,1,18,Coprococcus
D09L1J,0.000379506641366,L,1,19,Coprococcus
D10L1J,0.003619839802834,L,1,20,Coprococcus
E01P2A,0.001388674587255,P,2,1,Coprococcus
E02P2A,0.000310065501337,P,2,2,Coprococcus
E03P2B,0.000363134577674,P,2,3,Coprococcus
E04P2B,0.000291481454492,P,2,4,Coprococcus
E05P2C,0.000781667832312,P,2,5,Coprococcus
E06P2C,0.000166202684173,P,2,6,Coprococcus
E07P2D,0.001349484304212,P,2,7,Coprococcus
E08P2D,0.000537056928034,P,2,8,Coprococcus
E09P2E,0.000581665891112,P,2,9,Coprococcus
E10P2E,0.001964774401796,P,2,10,Coprococcus
F01L2F,0.001337386018237,L,2,11,Coprococcus
F02L2F,0.000664451827243,L,2,12,Coprococcus
F03L2G,0.001834776063229,L,2,13,Coprococcus
F04L2G,0.001021624382769,L,2,14,Coprococcus
F05L2H,0.001607071112897,L,2,15,Coprococcus
F06L2H,0.000924641701341,L,2,16,Coprococcus
F07L2I,0.00137557685481,L,2,17,Coprococcus
F08L2I,0.001850925462731,L,2,18,Coprococcus
F09L2J,0.001744484350949,L,2,19,Coprococcus
F10L2J,0.00458811261731,L,2,20,Coprococcus
G01P3A,0.001571164510166,P,3,1,Coprococcus
G02P3A,0.001792413505627,P,3,2,Coprococcus
G03P3B,0.000356433626967,P,3,3,Coprococcus
G04P3B,0.000791220888231,P,3,4,Coprococcus
G05P3C,0.001192582903747,P,3,5,Coprococcus
G06P3C,0.000156286629679,P,3,6,Coprococcus
G07P3D,0.000399260317727,P,3,7,Coprococcus
G08P3D,0.001326214846805,P,3,8,Coprococcus
G09P3E,0.001780799740975,P,3,9,Coprococcus
G10P3E,0.001558409175913,P,3,10,Coprococcus
H01L3F,0.002857286079503,L,3,11,Coprococcus
H02L3F,0.001509433962264,L,3,12,Coprococcus
H03L3G,0.002148539573776,L,3,13,Coprococcus
H04L3G,0.006503426301776,L,3,14,Coprococcus
H05L3H,0.000846023688663,L,3,15,Coprococcus
H06L3H,0.001236032829032,L,3,16,Coprococcus
H07L3I,0.000291101982728,L,3,17,Coprococcus
H08L3I,0.00462346211112,L,3,18,Coprococcus
H09L3J,0.006599966369598,L,3,19,Coprococcus
H10L3J,0.002376625192227,L,3,20,Coprococcus
A01P4A,0.000538279988406,P,4,1,Coprococcus
A02P4A,0.001325422873012,P,4,2,Coprococcus
A03P4B,0.001116830144702,P,4,3,Coprococcus
A05P4C,0.001119166950513,P,4,5,Coprococcus
A06P4C,0.000382995021065,P,4,6,Coprococcus
A07P4D,0.000760231448241,P,4,7,Coprococcus
A08P4D,0.003098716246127,P,4,8,Coprococcus
A09P4E,0.000844884488449,P,4,9,Coprococcus
A10P4E,0.001159285879898,P,4,10,Coprococcus
B01L4F,0.001498422712934,L,4,11,Coprococcus
B02L4F,0.001774896785893,L,4,12,Coprococcus
B03L4G,0.000773817652146,L,4,13,Coprococcus
B04L4G,0.005284464909299,L,4,14,Coprococcus
B05L4H,0.000296511941345,L,4,15,Coprococcus
B06L4H,0.000939597315436,L,4,16,Coprococcus
B07L4I,0.001226183738917,L,4,17,Coprococcus
B08L4I,0.003297675540899,L,4,18,Coprococcus
B09L4J,0.003856168221219,L,4,19,Coprococcus
B10L4J,0.001851190282875,L,4,20,Coprococcus
C01P5A,0.000573157870604,P,5,1,Coprococcus
C02P5A,0.001047020750048,P,5,2,Coprococcus
C03P5B,0.001388647804201,P,5,3,Coprococcus
C04P5B,0.000396231399137,P,5,4,Coprococcus
C05P5C,0.001448082935659,P,5,5,Coprococcus
C06P5C,0.001269538998651,P,5,6,Coprococcus
C07P5D,0.001518624641834,P,5,7,Coprococcus
C08P5D,0.001797793893595,P,5,8,Coprococcus
C09P5E,0.001548257664966,P,5,9,Coprococcus
C10P5E,0.000553596923167,P,5,10,Coprococcus
D01L5F,0.000974500568459,L,5,11,Coprococcus
D02L5F,0.003804347826087,L,5,12,Coprococcus
D03L5G,0.001813860395296,L,5,13,Coprococcus
D04L5G,0.008640445958501,L,5,14,Coprococcus
D05L5H,0.001846295868913,L,5,15,Coprococcus
D06L5H,0.000352381511717,L,5,16,Coprococcus
D07L5I,0.000905279207166,L,5,17,Coprococcus
D08L5I,0.002570595457336,L,5,18,Coprococcus
D09L5J,0.00599101347978,L,5,19,Coprococcus
D10L5J,0.000297697803652,L,5,20,Coprococcus
C01P1A,0.000268180396013,P,1,1,Allobaculum
C02P1A,0.000717074336706,P,1,2,Allobaculum
C03P1B,0.001320916716201,P,1,3,Allobaculum
C04P1B,0.000812948045229,P,1,4,Allobaculum
C05P1C,0.059689249179695,P,1,5,Allobaculum
C06P1C,0.060065974102703,P,1,6,Allobaculum
C07P1D,0.003946558528549,P,1,7,Allobaculum
C08P1D,0.003715797770521,P,1,8,Allobaculum
C09P1E,0.002055882627792,P,1,9,Allobaculum
C10P1E,0.00549595332204,P,1,10,Allobaculum
D01L1F,0.001909763666746,L,1,11,Allobaculum
D02L1F,0.032890619567485,L,1,12,Allobaculum
D03L1G,0.001023769251313,L,1,13,Allobaculum
D04L1G,0.000967040051575,L,1,14,Allobaculum
D05L1H,0.005645095312117,L,1,15,Allobaculum
D06L1H,0.008032128514056,L,1,16,Allobaculum
D07L1I,0.009271523178808,L,1,17,Allobaculum
D08L1I,0.006157505285412,L,1,18,Allobaculum
D09L1J,0.001391524351676,L,1,19,Allobaculum
D10L1J,0.003157732593962,L,1,20,Allobaculum
E01P2A,0.002005863292702,P,2,1,Allobaculum
E02P2A,0.004922289833727,P,2,2,Allobaculum
E03P2B,0.001888299803907,P,2,3,Allobaculum
E04P2B,0.002222546090505,P,2,4,Allobaculum
E05P2C,0.018554325914346,P,2,5,Allobaculum
E06P2C,0.010429218431878,P,2,6,Allobaculum
E07P2D,0.001156700832182,P,2,7,Allobaculum
E08P2D,0.004952858336317,P,2,8,Allobaculum
E09P2E,0.004343105320304,P,2,9,Allobaculum
E10P2E,0.002455968002245,P,2,10,Allobaculum
F01L2F,0.005187436676798,L,2,11,Allobaculum
F02L2F,0.205832410483573,L,2,12,Allobaculum
F03L2G,0.013313887843433,L,2,13,Allobaculum
F04L2G,0.02375276689937,L,2,14,Allobaculum
F05L2H,0.004017677782242,L,2,15,Allobaculum
F06L2H,0.016450916936354,L,2,16,Allobaculum
F07L2I,0.019080582179624,L,2,17,Allobaculum
F08L2I,0.021810905452726,L,2,18,Allobaculum
F09L2J,0.006670087224218,L,2,19,Allobaculum
F10L2J,0.012825860271116,L,2,20,Allobaculum
G01P3A,0.000739371534196,P,3,1,Allobaculum
G02P3A,0.005502292621926,P,3,2,Allobaculum
G03P3B,0.008401649778502,P,3,3,Allobaculum
G04P3B,0.00233926175651,P,3,4,Allobaculum
G05P3C,0.025967530968685,P,3,5,Allobaculum
G06P3C,0.084433851683989,P,3,6,Allobaculum
G07P3D,0.001365890560646,P,3,7,Allobaculum
G08P3D,0.002958479273642,P,3,8,Allobaculum
G09P3E,0.001025308941773,P,3,9,Allobaculum
G10P3E,0.000810372771475,P,3,10,Allobaculum
H01L3F,0.001002556519124,L,3,11,Allobaculum
H02L3F,0.030037735849057,L,3,12,Allobaculum
H03L3G,0.004239010510423,L,3,13,Allobaculum
H04L3G,0.002968006634368,L,3,14,Allobaculum
H05L3H,0.019345741680767,L,3,15,Allobaculum
H06L3H,0.010728764955997,L,3,16,Allobaculum
H07L3I,0.019180386195297,L,3,17,Allobaculum
H08L3I,0.027740772666719,L,3,18,Allobaculum
H09L3J,0.011518412645031,L,3,19,Allobaculum
H10L3J,0.017335383755068,L,3,20,Allobaculum
A01P4A,0.001035153823858,P,4,1,Allobaculum
A02P4A,0.001640999747539,P,4,2,Allobaculum
A03P4B,0.008788967660484,P,4,3,Allobaculum
A05P4C,0.035764682983796,P,4,5,Allobaculum
A06P4C,0.14079854461892,P,4,6,Allobaculum
A07P4D,0.000464585885036,P,4,7,Allobaculum
A08P4D,0.000959126457134,P,4,8,Allobaculum
A09P4E,0.000554455445545,P,4,9,Allobaculum
A10P4E,0.000579642939949,P,4,10,Allobaculum
B01L4F,0.003706624605678,L,4,11,Allobaculum
B02L4F,0.035806613419763,L,4,12,Allobaculum
B03L4G,0.00500705539624,L,4,13,Allobaculum
B04L4G,0.001977811428042,L,4,14,Allobaculum
B05L4H,0.009137958919618,L,4,15,Allobaculum
B06L4H,0.001342281879195,L,4,16,Allobaculum
B07L4I,0.019100169779287,L,4,17,Allobaculum
B08L4I,0.003860693316175,L,4,18,Allobaculum
B09L4J,0.002735572327873,L,4,19,Allobaculum
B10L4J,0.022149329349485,L,4,20,Allobaculum
C01P5A,0.001375578889449,P,5,1,Allobaculum
C02P5A,0.006091757091186,P,5,2,Allobaculum
C03P5B,0.005077243534109,P,5,3,Allobaculum
C04P5B,0.008761116492031,P,5,4,Allobaculum
C05P5C,0.023037683067303,P,5,5,Allobaculum
C06P5C,0.072919146235023,P,5,6,Allobaculum
C07P5D,0.000659025787966,P,5,7,Allobaculum
C08P5D,0.002742397464806,P,5,8,Allobaculum
C09P5E,0.000697806271534,P,5,9,Allobaculum
C10P5E,0.004079135223333,P,5,10,Allobaculum
D01L5F,0.005197336365113,L,5,11,Allobaculum
D02L5F,0.051254180602007,L,5,12,Allobaculum
D03L5G,0.010758068551414,L,5,13,Allobaculum
D04L5G,0.001703313719418,L,5,14,Allobaculum
D05L5H,0.025848142164782,L,5,15,Allobaculum
D06L5H,0.010747636107359,L,5,16,Allobaculum
D07L5I,0.021536115875739,L,5,17,Allobaculum
D08L5I,0.007174647022713,L,5,18,Allobaculum
D09L5J,0.021039868768276,L,5,19,Allobaculum
D10L5J,0.011477904207462,L,5,20,Allobaculum
C01P1A,0.034237697224333,P,1,1,Ruminococcus
C02P1A,0.000557724484105,P,1,2,Ruminococcus
C03P1B,0.013374281751536,P,1,3,Ruminococcus
C04P1B,0.001256374251718,P,1,4,Ruminococcus
C05P1C,0.035755645628257,P,1,5,Ruminococcus
C06P1C,0.002314017035104,P,1,6,Ruminococcus
C07P1D,0.00525000905174,P,1,7,Ruminococcus
C08P1D,0.008444994933003,P,1,8,Ruminococcus
C09P1E,0.002803476310625,P,1,9,Ruminococcus
C10P1E,0.006775832862789,P,1,10,Ruminococcus
D01L1F,0.011745046550489,L,1,11,Ruminococcus
D02L1F,0.002433766775607,L,1,12,Ruminococcus
D03L1G,0.012062672482863,L,1,13,Ruminococcus
D04L1G,0.024337174631316,L,1,14,Ruminococcus
D05L1H,0.003299790013363,L,1,15,Ruminococcus
D06L1H,0.030254350736279,L,1,16,Ruminococcus
D07L1I,0.009965310627562,L,1,17,Ruminococcus
D08L1I,0.004122621564482,L,1,18,Ruminococcus
D09L1J,0.010436432637571,L,1,19,Ruminococcus
D10L1J,0.014017252002465,L,1,20,Ruminococcus
E01P2A,0.019981484338837,P,2,1,Ruminococcus
E02P2A,0.007557846595093,P,2,2,Ruminococcus
E03P2B,0.002142494008279,P,2,3,Ruminococcus
E04P2B,0.010384026816294,P,2,4,Ruminococcus
E05P2C,0.028880569383305,P,2,5,Ruminococcus
E06P2C,0.001080317447127,P,2,6,Ruminococcus
E07P2D,0.007518555409183,P,2,7,Ruminococcus
E08P2D,0.011158849504714,P,2,8,Ruminococcus
E09P2E,0.005583992554677,P,2,9,Ruminococcus
E10P2E,0.003227843660094,P,2,10,Ruminococcus
F01L2F,0.009807497467072,L,2,11,Ruminococcus
F02L2F,0.006644518272425,L,2,12,Ruminococcus
F03L2G,0.00352841550621,L,2,13,Ruminococcus
F04L2G,0.017325046824451,L,2,14,Ruminococcus
F05L2H,0.008236239453596,L,2,15,Ruminococcus
F06L2H,0.011558021266759,L,2,16,Ruminococcus
F07L2I,0.007011004614838,L,2,17,Ruminococcus
F08L2I,0.003501750875438,L,2,18,Ruminococcus
F09L2J,0.004463827603899,L,2,19,Ruminococcus
F10L2J,0.005578727841502,L,2,20,Ruminococcus
G01P3A,0.017144177449168,P,3,1,Ruminococcus
G02P3A,0.012046686119216,P,3,2,Ruminococcus
G03P3B,0.0019858444931,P,3,3,Ruminococcus
G04P3B,0.005813753483092,P,3,4,Ruminococcus
G05P3C,0.007501731168731,P,3,5,Ruminococcus
G06P3C,0.001172149722591,P,3,6,Ruminococcus
G07P3D,0.002962931831554,P,3,7,Ruminococcus
G08P3D,0.011901928112354,P,3,8,Ruminococcus
G09P3E,0.004155199395607,P,3,9,Ruminococcus
G10P3E,0.008166064081785,P,3,10,Ruminococcus
H01L3F,0.009223519975939,L,3,11,Ruminococcus
H02L3F,0.004,L,3,12,Ruminococcus
H03L3G,0.002438882759422,L,3,13,Ruminococcus
H04L3G,0.009602374405307,L,3,14,Ruminococcus
H05L3H,0.008460236886633,L,3,15,Ruminococcus
H06L3H,0.006724018589934,L,3,16,Ruminococcus
H07L3I,0.006889413591228,L,3,17,Ruminococcus
H08L3I,0.005172008463287,L,3,18,Ruminococcus
H09L3J,0.014334958802758,L,3,19,Ruminococcus
H10L3J,0.021948832657626,L,3,20,Ruminococcus
A01P4A,0.013167156639477,P,4,1,Ruminococcus
A02P4A,0.012244382731634,P,4,2,Ruminococcus
A03P4B,0.00208798679227,P,4,3,Ruminococcus
A05P4C,0.017371417449273,P,4,5,Ruminococcus
A06P4C,0.001627728839525,P,4,6,Ruminococcus
A07P4D,0.007940195126072,P,4,7,Ruminococcus
A08P4D,0.01726427622842,P,4,8,Ruminococcus
A09P4E,0.009293729372937,P,4,9,Ruminococcus
A10P4E,0.008308215472602,P,4,10,Ruminococcus
B01L4F,0.010528391167193,L,4,11,Ruminococcus
B02L4F,0.010842304279045,L,4,12,Ruminococcus
B03L4G,0.008921662342392,L,4,13,Ruminococcus
B04L4G,0.01520442535307,L,4,14,Ruminococcus
B05L4H,0.004178122809855,L,4,15,Ruminococcus
B06L4H,0.018255033557047,L,4,16,Ruminococcus
B07L4I,0.007074136955291,L,4,17,Ruminococcus
B08L4I,0.010616906619481,L,4,18,Ruminococcus
B09L4J,0.006756534062819,L,4,19,Ruminococcus
B10L4J,0.005001461466013,L,4,20,Ruminococcus
C01P5A,0.001811178871108,P,5,1,Ruminococcus
C02P5A,0.003236245954693,P,5,2,Ruminococcus
C03P5B,0.006726262801597,P,5,3,Ruminococcus
C04P5B,0.002509465527868,P,5,4,Ruminococcus
C05P5C,0.025769294059569,P,5,5,Ruminococcus
C06P5C,0.004522732682695,P,5,6,Ruminococcus
C07P5D,0.008481375358166,P,5,7,Ruminococcus
C08P5D,0.014260466816991,P,5,8,Ruminococcus
C09P5E,0.00577870818614,P,5,9,Ruminococcus
C10P5E,0.005769062672999,P,5,10,Ruminococcus
D01L5F,0.026392723729089,L,5,11,Ruminococcus
D02L5F,0.024080267558529,L,5,12,Ruminococcus
D03L5G,0.005504128096072,L,5,13,Ruminococcus
D04L5G,0.005946113347786,L,5,14,Ruminococcus
D05L5H,0.012600969305331,L,5,15,Ruminococcus
D06L5H,0.038996887296647,L,5,16,Ruminococcus
D07L5I,0.01672384219554,L,5,17,Ruminococcus
D08L5I,0.008364027010436,L,5,18,Ruminococcus
D09L5J,0.0028528635618,L,5,19,Ruminococcus
D10L5J,0.001422333950781,L,5,20,Ruminococcus
C01P1A,0.320833147096947,P,1,1,S24-7
C02P1A,0.641781531352084,P,1,2,S24-7
C03P1B,0.180833498447922,P,1,3,S24-7
C04P1B,0.563594708447265,P,1,4,S24-7
C05P1C,0.312101910828024,P,1,5,S24-7
C06P1C,0.670671064940184,P,1,6,S24-7
C07P1D,0.330098844998007,P,1,7,S24-7
C08P1D,0.370622677626396,P,1,8,S24-7
C09P1E,0.524203345481725,P,1,9,S24-7
C10P1E,0.469075851684548,P,1,10,S24-7
